0,688,210,393,451,272,0,0
0,672,205,387,438,260,0,0
0,653,199,381,422,248,0,0
0,626,192,373,400,231,0,0
0,600,187,366,379,215,0,0
0,565,182,357,351,197,0,0
0,544,188,345,330,180,0,0
0,520,190,336,308,167,1,0
0,503,189,334,295,161,1,0
0,483,194,326,276,151,1,0
0,466,195,323,262,147,1,0
0,453,196,322,251,146,1,0
0,448,196,322,247,146,1,0
0,441,196,322,242,146,1,0
0,443,200,318,241,142,1,0
0,461,191,327,261,151,1,0
0,483,194,326,276,151,1,0
0,512,193,332,300,161,1,0
0,537,202,329,317,164,1,0
0,561,208,331,335,174,1,0
0,584,223,326,349,179,1,0
0,603,235,325,363,186,1,0
0,629,266,313,378,194,1,0
0,654,283,315,399,212,1,0
0,661,300,308,403,215,1,0
0,661,319,295,401,212,1,0
0,650,346,269,388,200,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,645,359,257,383,195,1,0
0,461,518,18,254,176,0,0
0,556,515,113,332,202,0,0
0,556,515,113,332,202,0,0
0,556,515,113,332,202,0,0
0,556,515,113,332,202,0,0
0,556,515,113,332,202,0,0
0,621,430,198,365,192,0,0
0,640,407,226,380,200,0,0
0,646,382,244,384,200,0,0
0,642,351,259,380,192,0,0
0,644,318,283,384,195,0,0
0,638,289,300,382,195,0,0
0,633,264,317,383,198,0,0
0,623,233,337,382,204,0,0
0,602,220,337,367,194,0,0
0,572,212,332,343,178,0,0
0,531,187,342,319,174,0,0
0,505,187,336,298,164,0,0
0,505,187,336,298,164,0,0
0,443,177,341,257,165,0,0
0,412,179,340,235,167,0,0
0,381,178,345,217,177,0,0
0,381,211,313,190,148,0,0
0,330,191,345,182,192,0,0
0,330,191,345,182,192,0,0
0,293,228,326,135,194,0,0
0,293,228,326,135,194,1,0
0,337,236,301,144,154,1,0
0,274,224,339,136,211,1,0
0,274,224,339,136,211,1,0
0,274,224,339,136,211,1,0
0,278,231,331,129,204,1,0
1,339,241,295,141,150,1,0
0,280,231,330,130,203,1,0
1,339,242,294,140,149,1,0
0,280,231,330,130,203,1,0
1,339,242,294,140,149,1,0
0,185,597,269,249,367,1,0
1,339,242,294,140,149,1,0
0,185,597,269,249,367,1,0
1,339,242,294,140,149,1,0
0,185,597,269,249,367,1,0
1,339,242,294,140,149,1,0
0,185,597,269,249,367,1,0
1,240,234,349,127,236,1,0
0,185,597,269,249,367,1,0
1,278,231,331,129,204,1,0
0,185,597,269,249,367,1,0
1,278,231,331,129,204,1,0
0,185,597,269,249,367,1,0
1,257,229,343,131,223,1,0
0,295,302,261,66,160,1,0
1,248,222,354,138,234,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,248,222,354,138,234,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,282,237,323,124,198,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,311,194,349,173,203,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,336,189,345,186,190,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,356,185,344,198,182,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,383,182,341,215,173,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,413,182,337,233,164,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,426,187,331,238,156,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,478,179,340,281,165,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,528,173,355,325,186,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,538,178,353,330,186,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,574,198,345,351,190,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,622,190,373,398,229,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,646,194,382,418,245,1,0
2,342,241,294,143,147,1,0
0,295,302,261,66,160,1,0
1,670,201,389,437,261,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,691,210,395,454,274,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,682,576,245,472,329,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,682,576,245,472,329,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,682,576,245,472,329,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,682,576,245,472,329,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,596,682,224,463,370,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,575,683,211,449,363,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,578,677,208,447,358,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,584,672,208,448,356,1,0
2,340,241,295,142,149,1,0
0,295,302,261,66,160,1,0
1,598,681,224,464,369,1,0
2,340,241,295,142,149,1,0
